self_1,s1,self_2,s2,self_3,s3,self_4,s4,self_5,s5,self_6,s6,self_7,s7,self_8,s8,self_9,s9,self_10,s10
I am a woman.,C,I am a student.,C,I am a Christian.,C,I am an entrepreneur.,C,I am an artist.,C,I am a husband.,R,I am a son.,R,I am a gardener.,C,I am a teacher.,C,I am a traveler.,C
I am a man.,C,I am a woman.,C,I am young.,C,I am old.,C,I am single.,C,I am married.,C,I am Christian.,C,I am European.,C,I am a student.,C,I am an employee.,C
I am a female.,C,I am an American.,C,I am a Christian.,C,I am a daughter.,R,I am a sister.,R,I am a student.,C,I am a friend.,R,I am an athlete.,C,I am an artist.,C,I am a traveler.,C
I am a parent,R,I am an amateur runner,C,I am a scientist,C,I am a student,C,I am a teacher,C,I am a friend,R,I am a coach,C,I am a musician,C,I am a philanthropist,C,I am an entrepreneur,C
I am a female.,C,I am a Christian.,C,I am an amateur musician.,C,I am a student.,C,I am a daughter.,R,I am a reader.,C,I am a runner.,C,I am an artist.,C,I am a teacher.,C,I am a homemaker.,C
I am a son.,R,I am a brother.,R,I am a husband.,R,I am a father.,R,I am a friend.,R,I am a employee.,C,I am a student.,C,I am a community member.,C,I am a homeowner.,C,I am a citizen.,C
I am a man.,C,I am a woman.,C,I am transgender.,C,I am gay.,C,I am straight.,C,I am young.,C,I am old.,C,I am a student.,C,I am a professional.,C,I am an athlete.,C
I am male.,C,I am female.,C,I am a Democrat.,C,I am a Republican.,C,I am a teacher.,C,I am a student.,C,I am an artist.,C,I am an athlete.,C,I am a religious person.,C,I am a humorous person.,C
I am a male.,C,I am a Christian.,C,I am a high school student.,C,I am a member of a certain political party.,C,I am a sports fan.,C,I am artistic.,C,I am a gamer.,C,I am outgoing.,C,I am an advocate for a specific cause.,C,I am a bookworm.,C
I am a woman.,C,I am a man.,C,I am an artist.,C,I am a student.,C,I am a teacher.,C,I am a parent.,R,I am a professional.,C,I am an athlete.,C,I am a friend.,R,I am a neighbor.,R
I am a student.,C,I am an employee.,C,I am an artist.,C,I am a musician.,C,I am a lawyer.,C,I am a scientist.,C,I am an athlete.,C,I am a teacher.,C,I am a friend.,R,I am a parent.,R
I am an accountant.,C,I am a music enthusiast.,C,I am an athlete.,C,I am a bookworm.,C,I am an introvert.,C,I am a Christian.,C,I am a historian.,C,I am a vegan.,C,I am a traveler.,C,I am a philanthropist.,C
I am a student,C,I am a mother,R,I am an artist,C,I am a teacher,C,I am a business owner,C,I am a coach,C,I am a writer,C,I am a volunteer,C,I am a leader,C,I am a healthcare worker,C
I am a Christian.,C,I am an environmentalist.,C,I am a student.,C,I am a right-handed individual.,C,I am a Liberal.,C,I am an animal lover.,C,I am a feminist.,C,I am a gamer.,C,I am an athlete.,C,I am a volunteer.,C
I am a husband/wife/parent.,R,I am a student.,C,I am a teacher.,C,I am an athlete.,C,I am a volunteer.,C,I am a musician/singer.,C,I am a traveler.,C,I am an artist.,C,I am a hobbyist or craftsperson.,C,I am a spiritual or meditator.,C
I am my name.,C,I am my interests.,C,I am my occupation.,C,I am my age.,C,I am my beliefs.,C,I am my gender.,C,I am my sexual orientation.,C,I am my nationality.,C,I am my background.,C,I am my personality.,C
I am a female.,C,I am a college student.,C,I am friendly.,C,I am a believer in God.,C,I am a dog-owner.,C,I am an introvert.,C,I am an outdoors enthusiast.,C,I am an artist.,C,I am an engineer.,C,I am a runner.,C
I am a Christian.,C,I am a man.,C,I am married.,C,I am an American.,C,I am a father.,R,I am a college gradate.,C,I am a Republican.,C,I am an artist.,C,I am a cyclist.,C,I am a teacher.,C
I am a daughter/son.,R,I am a student.,C,I am a friend.,R,I am a teacher.,C,I am a musician.,C,I am a parent.,R,I am a colleague.,R,I am a cook.,C,I am an athlete.,C,I am an artist.,C
I am a student,C,I am a mom,R,I am an entrepreneur,C,I am a friend,R,I am an athlete,C,I am a teacher,C,I am a caretaker,C,I am an artist,C,I am a musician,C,I am a writer,C
I am a male/female,C,I am a son/daughter,R,I am a friend,R,I am an employee,C,I am a spouse,R,I am a sibling,R,I am a US citizen,C,I am a religious/non-religious believer,C,I am an artist,C,I am a hobbyist,C
I am a man.,C,I am a woman.,C,I am an artist.,C,I am a student.,C,I am a teacher.,C,I am a parent.,R,I am a musician.,C,I am a writer.,C,I am an athlete.,C,I am a marketer.,C
I am a sport enthusiast.,C,I am a scientist.,C,I am the proud parent of two.,R,I am an artist.,C,I am an animal lover.,C,I am a musician.,C,I am a teacher.,C,I am an explorer.,C,I am an author.,C,I am a photographer.,C
I am a white male.,C,I am a working professional.,C,I am a college student.,C,I am a parent.,R,I am a Christian.,C,I am a volunteer.,C,I am an animal lover.,C,I am a nature enthusiast.,C,I am an advocate for social justice.,C,I am an avid reader.,C
I am a son/daughter.,R,I am a sibling.,R,I am a friend/acquaintance.,R,I am a student/graduate/scholar.,C,I am a professional.,C,I am an athlete.,C,I am a writer/blogger.,C,I am a musician.,C,I am an artist.,C,I am a believer.,C
I am a student,C,I am a millionaire,C,I am an entrepreneur,C,I am a brother,R,I am an artist,C,I am a runner,C,I am a coach,C,I am a parent,R,I am a traveler,C,I am a volunteer,C
I am a woman.,C,I am an artist.,C,I am a teacher.,C,I am a mother.,R,I am a student.,C,I am a writer.,C,I am a Christian.,C,I am a dancer.,C,I am a musician.,C,I am an activist.,C
I am female,C,I am an introvert,C,I am a high school graduate,C,I am a dog person,C,I am a musician,C,I am an artist,C,I am an athlete,C,I am a Democrat,C,I am a vegan,C,I am a Christian,C
I am an American.,C,I am a human.,C,I am an extrovert.,C,I am a Christian.,C,I am an artist.,C,I am a student.,C,I am a mother.,R,I am a worker.,C,I am left-handed.,C,I am a volunteer.,C
I am a man.,C,I am a woman.,C,I am a student.,C,I am an adult.,C,I am a parent.,R,I am an employee.,C,I am an athlete.,C,I am a writer.,C,I am a friend.,R,I am a musician.,C
I am a woman.,C,I am a mother.,R,I am an accountant.,C,I am a Christian.,C,I am a student.,C,I am a marathoner.,C,I am a musician.,C,I am a resident of Colorado.,C,I am a lover of Chinese food.,C,I am a feminist.,C
I am a woman.,C,I am an American.,C,I am a Christian.,C,I am a high school student.,C,I am a Democrat.,C,I am a cyclist.,C,I am a small business owner.,C,I am a runner.,C,I am an artist.,C,I am a volunteer.,C
I am a university graduate.,C,I am a parent.,R,I am a sibling.,R,I am a Christian.,C,I am a millennial.,C,I am a sports fan.,C,I am a professional.,C,I am a traveler.,C,I am a volunteer.,C,I am an introvert.,C
I am a man.,C,I am an artist.,C,I am a musician.,C,I am a believer.,C,I am an individual.,C,I am a parent.,R,I am a friend.,R,I am an employee.,C,I am a leader.,C,I am a volunteer.,C
I am a father of two.,R,I am a soccer coach.,C,I am a civil engineer.,C,I am a Christian.,C,I am a US citizen.,C,I am a volunteer for a local charity.,C,I am a reader of non-fiction books.,C,I am an advocate for social justice.,C,I am a lover of the outdoors.,C,I am an introvert.,C
I am a student.,C,I am a writer.,C,I am a musician.,C,I am an artist.,C,I am a teacher.,C,I am a businessman.,C,I am a doctor.,C,I am a wife.,R,I am a husband.,R,I am an athlete.,C
I am a brother,R,I am an artist,C,I am a teacher,C,I am a daughter,R,I am a traveler,C,I am an entrepreneur,C,I am a student,C,I am a runner,C,I am a friend,R,I am a volunteer,C
I am a student.,C,I am an artist.,C,I am a healthcare worker.,C,I am a religious person.,C,I am a parent.,R,I am a teacher.,C,I am a pet owner.,C,I am an athlete.,C,I am a consumer.,C,I am a volunteer.,C
I am an artist,C,I am a parent,R,I am a student,C,I am a teacher,C,I am an employee,C,I am a musician,C,I am a writer,C,I am a dancer,C,I am a photographer,C,I am an athlete,C
I am a man.,C,I am an American.,C,I am a Democrat.,C,I am a Catholic.,C,I am an artist.,C,I am an athlete.,C,I am a student.,C,"I am a fan of the show ""Friends"".",C,I am an environmentalist.,C,I am a filmmaker.,C
I am a student.,C,I am a teacher.,C,I am a parent.,R,I am an athlete.,C,I am a friend.,R,I am a business owner.,C,I am a writer.,C,I am a blogger.,C,I am a musician.,C,I am an artist.,C
I am an individual.,C,I am a parent.,R,I am a student.,C,I am a worker.,C,I am an artist.,C,I am a friend.,R,I am an athlete.,C,I am a teacher.,C,I am a leader.,C,I am a volunteer.,C
I am a woman.,C,I am a student.,C,I am a conservative.,C,I am a Christian.,C,I am a Democrat.,C,I am an entrepreneur.,C,I am an immigrant.,C,I am a student-athlete.,C,I am an artist.,C,I am a sociologist.,C
I am a Christian.,C,I am a parent.,R,I am a doctor.,C,I am an artist.,C,I am a student.,C,I am an entrepreneur.,C,I am a worker.,C,I am a volunteer.,C,I am a musician.,C,I am a teacher.,C
I am a mother.,R,I am a daughter.,R,I am an artist.,C,I am a teacher.,C,I am a musician.,C,I am a golfer.,C,I am a sister.,R,I am a brother.,R,I am a reader.,C,I am a runner.,C
I am male.,C,I am female.,C,I am a parent.,R,I am a child.,R,I am a student.,C,I am a teacher.,C,I am a doctor.,C,I am an accountant.,C,I am an engineer.,C,I am an artist.,C
I am a student.,C,I am a parent.,R,I am a member of a sports team.,C,I am an employee.,C,I am a volunteer.,C,I am of a certain religion.,C,I am a certain political party.,C,I am a certain race.,C,I am from a certain country or region.,C,I am a supporter of a certain cause or movement.,C
I am a student.,C,I am an employee.,C,I am a mother.,R,I am a father.,R,I am an artist.,C,I am an athlete.,C,I am a musician.,C,I am a neighbor.,R,I am a friend.,R,I am a community member.,C
I am a father.,R,I am a friend.,R,I am an artist.,C,I am a writer.,C,I am an entrepreneur.,C,I am a student.,C,I am a teacher.,C,I am a mentor.,C,I am a daughter.,R,I am a coach.,C
I am male,C,I am female,C,I am a parent,R,I am a student,C,I am an athlete,C,I am a teacher,C,I am a conservative,C,I am a liberal,C,I am a Christian,C,I am an environmentalist,C
I am a son/daughter,R,I am a friend,R,I am a sibling,R,I am a student,C,I am a worker,C,I am a Christian,C,I am a runner,C,I am a reader,C,I am a music fan,C,I am a dreamer,C
I am a son/daughter/parent/brother/sister.,R,I am a student.,C,I am a teacher.,C,I am an employee.,C,I am an athlete.,C,I am a musician.,C,I am an artist.,C,I am a gamer.,C,I am a religious person.,C,I am an entrepreneur.,C
I am a person.,C,I am female.,C,I am male.,C,I am agender.,C,I am transgender.,C,I am a young adult.,C,I am an artist.,C,I am a writer.,C,I am a scientist.,C,I am an athlete.,C
I am a woman.,C,I am an engineer.,C,I am a Christian.,C,I am a college student.,C,I am from Texas.,C,I am a member of a civic organization.,C,I am a 40-something.,C,I am a person of color.,C,I am an environmentalist.,C,I am a parent.,R
I am a son/daughter,R,I am a friend,R,I am a teacher,C,I am an employee,C,I am a student,C,I am a musician,C,I am an artist,C,I am a writer,C,I am a volunteer,C,I am an activist,C
I am a teacher.,C,I am an artist.,C,I am a mother.,R,I am a student.,C,I am a Christian.,C,I am a writer.,C,I am a musician.,C,I am an accountant.,C,I am a veterinarian.,C,I am a photographer.,C
I am a parent,R,I am a soldier,C,I am a teacher,C,I am a student,C,I am an artist,C,I am a musician,C,I am a businessperson,C,I am an athlete,C,I am a scientist,C,I am a writer,C
I am a man,C,I am a woman,C,I am a father,R,I am a son,R,I am an artist,C,I am Christian,C,I am a student,C,I am a brother,R,I am an American,C,I am a teacher,C
I am a teacher.,C,I am a student.,C,I am a mother/father.,R,I am a brother/sister.,R,I am a Christian.,C,I am an avid reader.,C,I am a runner.,C,I am an artist.,C,I am a musician.,C,I am a scientist.,C
I am male,C,I am female,C,I am non-binary,C,I am young,C,I am old,C,I am religious,C,I am spiritual,C,I am a parent,R,I am a professional,C,I am an artist,C
I am a human.,C,I am a man.,C,I am a woman.,C,I am young.,C,I am old.,C,I am a student.,C,I am an employee.,C,I am an employer.,C,I am a parent.,R,I am an American.,C
I am a woman.,C,I am a student.,C,I am an artist.,C,I am a mom.,R,I am a Christian.,C,I am a Musician.,C,I am a teacher.,C,I am a writer.,C,I am an environmentalist.,C,I am a runner.,C
I am a son/daughter.,R,I am an uncle/aunt.,R,I am a student.,C,I am an athlete.,C,I am an artist.,C,I am a musician.,C,I am a writer.,C,I am a teacher.,C,I am a coach.,C,I am a businessperson.,C
I am a woman.,C,I am a man.,C,I am a son.,R,I am a daughter.,R,I am a student.,C,I am a teacher.,C,I am a chef.,C,I am an artist.,C,I am a homeowner.,C,I am a musician.,C
I am strong-willed.,C,I am religious.,C,I am creative.,C,I am outgoing.,C,I am independent.,C,I am hard-working.,C,I am scientific.,C,I am passionate.,C,I am humorous.,C,I am organized.,C
I am a woman.,C,I am an adult.,C,I am a college student.,C,I am a Christian.,C,I am an artist.,C,I am an athlete.,C,I am a mother.,R,I am a scientist.,C,I am a teacher.,C,I am a writer.,C
I am a woman.,C,I am a son.,R,I am a nurse.,C,I am an artist.,C,I am a Christian.,C,I am a college student.,C,I am a Yoga enthusiast.,C,I am a nature photographer.,C,I am a runner.,C,I am a political activist.,C
I am an entrepreneur.,C,I am a parent.,R,I am a student.,C,I am single.,C,I am a natural leader.,C,I am a team player.,C,I am a hard worker.,C,I am a volunteer.,C,I am a risk taker.,C,I am a perfectionist.,C
I am a father.,R,I am a daughter.,R,I am a brother.,R,I am a friend.,R,I am a teacher.,C,I am a student.,C,I am a Christian.,C,I am an artist.,C,I am a musician.,C,I am an engineer.,C
I am a woman.,C,I am a manager.,C,I am a Catholic.,C,I am an athlete.,C,I am an engineer.,C,I am a student.,C,I am a programmer.,C,I am a teacher.,C,I am an artist.,C,I am a musician.,C
I am a daughter.,R,I am a brother.,R,I am a student.,C,I am a teacher.,C,I am a doctor.,C,I am an engineer.,C,I am a lawyer.,C,I am a stay at home mom.,C,I am a husband.,R,I am an artist.,C
I am a man.,C,I am a woman.,C,I am a student.,C,I am a parent.,R,I am a teacher.,C,I am an athlete.,C,I am an artist.,C,I am a writer.,C,I am a musician.,C,I am a scientist.,C
I am a Christian.,C,I am a student.,C,I am a son/daughter.,R,I am an employee.,C,I am an American.,C,I am a voter.,C,I am a musician.,C,I am an artist.,C,I am a friend.,R,I am a volunteer.,C
I am a son/daughter.,R,I am an American.,C,I am a Christian/Hindu/etc.,C,I am a student/teacher.,C,I am an artist/musician/writer.,C,I am extroverted/introverted/nerdy.,C,I am a highly-motivated/laid back individual.,C,I am a lover of the outdoors/city life.,C,I am a passionate/ambitious person.,C,I am a loyal/trustworthy person.,C
I am male.,C,I am female.,C,I am an adult.,C,I am a parent.,R,I am a student.,C,I am an employee.,C,I am a Christian.,C,I am a US citizen.,C,I am a humanist.,C,I am an animal lover.,C
I am a college student.,C,I am a daughter/son.,R,I am a traveler.,C,I am a cook.,C,I am a runner.,C,I am a writer.,C,I am an artist.,C,I am a sports fan.,C,I am an environmentalist.,C,I am an introvert.,C
I am an average person.,C,I am a singer.,C,I am a dancer.,C,I am a reader.,C,I am a cook.,C,I am a student.,C,I am an artist.,C,I am a professional.,C,I am a parent.,R,I am a friend.,R
I am an artist.,C,I am a musician.,C,I am a scientist.,C,I am a student.,C,I am a parent.,R,I am a teacher.,C,I am an athlete.,C,I am a writer.,C,I am a environmentalist.,C,I am a businessperson.,C
I am male,C,I am female,C,I am bisexual,C,I am a Democrat,C,I am an atheist,C,I am a Christian,C,I am a runner,C,I am a musician,C,I am an artist,C,I am a student,C
I am an individual.,C,I am a parent.,R,I am a student.,C,I am an employee.,C,I am a sibling.,R,I am a friend.,R,I am an entrepreneur.,C,I am a writer.,C,I am an athlete.,C,I am a traveler.,C
I am an average person.,C,I am someone who values family.,C,I am a supporter of education.,C,I am a conscientious citizen.,C,I am a loyal friend.,R,I am a believer in democracy.,C,I am a passionate advocate for social justice.,C,I am an independent and open-minded individual.,C,I am a lover and protector of the environment.,C,I am a responsible and informed voter.,C
I am my parent’s son or daughter.,R,I am a college student.,C,I am an employee of a certain company.,C,I am a musician.,C,I am an artist.,C,I am a single parent.,C,I am a member of a certain religion.,C,I am a competitive athlete.,C,I am a military veteran.,C,I am a volunteer in my community.,C
I am a daughter/son.,R,I am a sister/brother.,R,I am a student.,C,I am a teacher.,C,I am an artist.,C,I am an athlete.,C,I am a friend.,R,I am a religious person.,C,I am an entrepreneur.,C,I am a global citizen.,C
